11:17:13: INFO: <module>: for iteration:1:number of inputs:10
11:17:21: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br><br>o</body>:original code output:['<br><br><br>o', '441\r\n']
14:08:47: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:08:47: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:08:47: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:08:47: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:08:47: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:08:47: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:08:48: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:08:48: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:08:50: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:08:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:08:50: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:08:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:08:50: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:08:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:08:50: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:08:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:08:50: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4}
14:08:53: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:08:53: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:08:53: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:08:53: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:08:53: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5}
14:08:53: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:08:53: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:08:54: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:08:54: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:08:56: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:08:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:08:56: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6}
14:08:56: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:08:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:08:56: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:08:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:08:56: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:08:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:08:58: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:08:58: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:08:58: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:08:58: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:08:58: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:08:58: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:08:58: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7}
14:08:59: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:08:59: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:09:01: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:09:01: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:09:01: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:09:01: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:09:01: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:09:01: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:09:02: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:09:02: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:09:03: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:09:03: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:09:04: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:09:04: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:09:04: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:09:04: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:09:07: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:09:07: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:09:07: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:09:07: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:09:09: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:09:09: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:09:14: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:09:14: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:09:16: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:09:16: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:09:17: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:09:17: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:09:19: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:09:19: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:09:19: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:09:19: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:09:19: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:09:19: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:09:21: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:09:21: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:09:21: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:09:21: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:09:22: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:09:22: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:09:22: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:09:22: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:09:24: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:09:24: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:09:25: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:09:25: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:09:25: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:09:25: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:09:25: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:09:25: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:09:26: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:09:26: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:09:28: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:09:28: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:09:28: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8}
14:09:28: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:09:28: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:09:28: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:09:28: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:09:29: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:09:29: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:09:30: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:09:30: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:09:30: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:09:30: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:09:30: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:09:30: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:09:30: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
14:09:32: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:09:32: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:09:33: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:09:33: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:09:33: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:09:33: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:09:33: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:09:33: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:09:33: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
14:09:34: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:09:34: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:09:34: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
14:09:35: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:09:35: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:09:35: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:09:35: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:09:36: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:09:36: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:09:37: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:09:37: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:09:38: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:09:38: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:09:38: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:09:38: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:09:38: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:09:38: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:09:40: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:09:40: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:09:41: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:09:41: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:09:41: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:09:41: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:09:42: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:09:42: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:09:43: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:09:43: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:09:44: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:09:44: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:09:49: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:09:49: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:09:52: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:09:52: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:09:52: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:09:52: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:09:54: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:09:54: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:09:54: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:09:54: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:09:54: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:09:54: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:09:56: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:09:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:09:57: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:09:57: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:09:57: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:09:57: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:09:57: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:09:57: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:09:59: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:09:59: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:10:00: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:10:00: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:10:00: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:10:00: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:10:00: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:10:00: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:10:02: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:10:02: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:10:02: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:10:02: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:10:02: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:10:02: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:10:03: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:10:03: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:10:03: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}
14:10:05: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:10:05: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:10:05: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:10:05: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:10:05: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:10:05: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:10:05: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}
14:10:08: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:10:08: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:10:08: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:10:08: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:10:09: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:10:09: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:10:09: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:10:09: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:10:09: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}
14:10:11: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:10:11: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:10:11: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:10:11: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:10:11: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}
14:10:12: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:10:12: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:10:12: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
